timestamp,sensor_id,temperature_c,humidity_percent,attack_type
2025-01-01 00:00:00,sensor_0,24.97192432004167,54.967603901590905,normal
2025-01-01 00:00:01,sensor_1,25.787133451465134,51.31212086812195,normal
2025-01-01 00:00:02,sensor_2,23.485049253926007,46.280507351219875,normal
2025-01-01 00:00:03,sensor_0,24.57074915685926,53.35917491730448,normal
2025-01-01 00:00:04,sensor_1,25.41050041749171,50.64921232442578,normal
2025-01-01 00:00:05,sensor_2,23.320225225669418,46.74849360291919,normal
2025-01-01 00:00:06,sensor_0,24.22575325273309,53.65976084329799,normal
2025-01-01 00:00:07,sensor_1,26.367670397922087,50.851119061678446,normal
2025-01-01 00:00:08,sensor_2,23.644333023176124,45.70509629163395,normal
2025-01-01 00:00:09,sensor_0,24.334845658031895,54.57369661792508,normal
2025-01-01 00:00:10,sensor_1,25.58267769401893,51.21200365297777,normal
2025-01-01 00:00:11,sensor_2,23.443882954794105,46.38492895348606,normal
2025-01-01 00:00:12,sensor_0,24.317648491720632,55.618509974804525,normal
2025-01-01 00:00:13,sensor_1,25.923926599824238,50.351958284596826,normal
2025-01-01 00:00:14,sensor_2,23.870838035400702,45.82743901337941,normal
2025-01-01 00:00:15,sensor_0,24.560819553890877,53.3313409897713,normal
2025-01-01 00:00:16,sensor_1,25.52951995257609,51.104701583491845,normal
2025-01-01 00:00:17,sensor_2,23.84561453576837,46.66276617207601,normal
2025-01-01 00:00:18,sensor_0,24.46346599067298,54.32648084674559,normal
2025-01-01 00:00:19,sensor_1,25.484419170135393,50.55467831693355,normal
2025-01-01 00:00:20,sensor_2,23.48588293048181,47.19421853909338,normal
2025-01-01 00:00:21,sensor_0,24.601245962259988,53.44931897088152,normal
2025-01-01 00:00:22,sensor_1,26.025200958064058,50.75553547372058,normal
2025-01-01 00:00:23,sensor_2,23.42099796167796,46.92695097666655,normal
2025-01-01 00:00:24,sensor_0,24.807460332138238,55.06591113556888,normal
2025-01-01 00:00:25,sensor_1,25.67621051027883,50.80105741645964,normal
2025-01-01 00:00:26,sensor_2,23.723453591190815,47.14527227963544,normal
2025-01-01 00:00:27,sensor_0,24.354408204035863,54.39574767810087,normal
2025-01-01 00:00:28,sensor_1,25.596075275043813,50.268860867521965,normal
2025-01-01 00:00:29,sensor_2,23.867832308488005,47.373689220504524,normal
2025-01-01 00:00:30,sensor_0,24.47655743891535,55.10926280283437,normal
2025-01-01 00:00:31,sensor_1,26.03646657475991,50.5995129892073,normal
2025-01-01 00:00:32,sensor_2,23.73249324342227,47.48276714324161,normal
2025-01-01 00:00:33,sensor_0,24.487412663656464,55.445929257587565,normal
2025-01-01 00:00:34,sensor_1,25.142052236018696,51.479726344595505,normal
2025-01-01 00:00:35,sensor_2,23.650188682241197,46.3805407930825,normal
2025-01-01 00:00:36,sensor_0,24.525688708350103,53.314601715338625,normal
2025-01-01 00:00:37,sensor_1,25.862074200894366,51.200852384877415,normal
2025-01-01 00:00:38,sensor_2,24.0674427751922,46.24898307239784,normal
2025-01-01 00:00:39,sensor_0,24.255612394521496,54.206088837948435,normal
2025-01-01 00:00:40,sensor_1,26.202596402556242,51.18383550776618,normal
2025-01-01 00:00:41,sensor_2,23.465146500639634,46.86790566323004,normal
2025-01-01 00:00:42,sensor_0,24.527283740193862,55.0883300584189,normal
2025-01-01 00:00:43,sensor_1,25.717359839082413,50.78998755401171,normal
2025-01-01 00:00:44,sensor_2,23.506442115830097,45.68183623448276,normal
2025-01-01 00:00:45,sensor_0,24.586996558508822,54.66377622740709,normal
2025-01-01 00:00:46,sensor_1,25.929509804238357,50.84583256194528,normal
2025-01-01 00:00:47,sensor_2,23.199463339154622,46.30755800970281,normal
2025-01-01 00:00:48,sensor_0,24.39534612043142,54.02577670256619,normal
2025-01-01 00:00:49,sensor_1,25.87959005374582,51.229015356059094,normal
2025-01-01 00:00:50,sensor_2,24.189930332132903,46.66469189106113,normal
2025-01-01 00:00:51,sensor_0,24.57542559260628,54.46247551463946,normal
2025-01-01 00:00:52,sensor_1,25.35234440265591,50.97067651670084,normal
2025-01-01 00:00:53,sensor_2,23.642143624752055,48.0378904708532,normal
2025-01-01 00:00:54,sensor_0,24.440452185955113,54.68807146949933,normal
2025-01-01 00:00:55,sensor_1,25.917562236334046,50.28537801939865,normal
2025-01-01 00:00:56,sensor_2,23.966921406124253,47.01110502297409,normal
2025-01-01 00:00:57,sensor_0,24.735470059502365,53.961510591222314,normal
2025-01-01 00:00:58,sensor_1,26.34881406052645,50.145474204295,normal
2025-01-01 00:00:59,sensor_2,23.800131689909826,47.874218578848016,normal
2025-01-01 00:01:00,sensor_0,24.200999577850244,54.1673644263375,normal
2025-01-01 00:01:01,sensor_1,25.957871176771913,50.68449944950065,normal
2025-01-01 00:01:02,sensor_2,23.158875532449905,46.60108298824564,normal
2025-01-01 00:01:03,sensor_0,24.179469361271618,54.79129852248027,normal
2025-01-01 00:01:04,sensor_1,25.652148496975478,51.916545484980894,normal
2025-01-01 00:01:05,sensor_2,23.389098574068875,46.366708293638624,normal
2025-01-01 00:01:06,sensor_0,24.742215640600353,53.768624474238784,normal
2025-01-01 00:01:07,sensor_1,25.996213747626857,51.77087049453983,normal
2025-01-01 00:01:08,sensor_2,23.14182959140138,46.67072551848141,normal
2025-01-01 00:01:09,sensor_0,24.57612531366398,54.97623678716555,normal
2025-01-01 00:01:10,sensor_1,25.556890553982196,50.1943108741198,normal
2025-01-01 00:01:11,sensor_2,23.780657031454815,46.73813600730194,normal
2025-01-01 00:01:12,sensor_0,24.573308330493212,54.71501198979735,normal
2025-01-01 00:01:13,sensor_1,25.723968350772072,51.12593706026697,normal
2025-01-01 00:01:14,sensor_2,23.71199630375935,46.131334352546205,normal
2025-01-01 00:01:15,sensor_0,25.05789282873288,54.79144281664623,normal
2025-01-01 00:01:16,sensor_1,25.570584718084824,51.380517007150665,normal
2025-01-01 00:01:17,sensor_2,23.331670060701548,47.0321959656075,normal
2025-01-01 00:01:18,sensor_0,24.84573914909167,54.01473367308814,normal
2025-01-01 00:01:19,sensor_1,26.216988606018916,51.23425339813227,normal
2025-01-01 00:01:20,sensor_2,23.870692609768092,47.6980209929544,normal
2025-01-01 00:01:21,sensor_0,24.42454404058859,54.05490136548467,normal
2025-01-01 00:01:22,sensor_1,25.661121438357963,50.49709867099111,normal
2025-01-01 00:01:23,sensor_2,23.600944048945514,46.764636388252015,normal
2025-01-01 00:01:24,sensor_0,24.581167715188457,55.003453013520776,normal
2025-01-01 00:01:25,sensor_1,25.931876334808994,51.85870528826476,normal
2025-01-01 00:01:26,sensor_2,23.54467751179836,48.192046703315796,normal
2025-01-01 00:01:27,sensor_0,24.685860679718953,53.99284853024939,normal
2025-01-01 00:01:28,sensor_1,25.606708017827287,51.27606829111628,normal
2025-01-01 00:01:29,sensor_2,23.55703572617199,46.988345499817285,normal
2025-01-01 00:01:30,sensor_0,24.640131762761513,54.463445716505035,normal
2025-01-01 00:01:31,sensor_1,25.6739376518251,50.07767650715885,normal
2025-01-01 00:01:32,sensor_2,23.49012007614964,47.07378447995611,normal
2025-01-01 00:01:33,sensor_0,24.562388598628512,53.75969979687197,normal
2025-01-01 00:01:34,sensor_1,25.979930045000973,51.217775269807674,normal
2025-01-01 00:01:35,sensor_2,23.358917330909406,46.65218026692934,normal
2025-01-01 00:01:36,sensor_0,24.51562309092325,53.821360885400786,normal
2025-01-01 00:01:37,sensor_1,26.035311975350105,51.323055557791314,normal
2025-01-01 00:01:38,sensor_2,23.948989934722327,47.19222643458297,normal
2025-01-01 00:01:39,sensor_0,24.084859665002323,53.944448040150085,normal
2025-01-01 00:01:40,sensor_1,26.082486347408217,51.294856412517696,normal
2025-01-01 00:01:41,sensor_2,23.77858886766156,48.87158409775486,normal
2025-01-01 00:01:42,sensor_0,24.6694276285974,55.18848244820752,normal
2025-01-01 00:01:43,sensor_1,26.21417629629358,51.377419592753846,normal
2025-01-01 00:01:44,sensor_2,23.529493788377643,47.015326735657986,normal
2025-01-01 00:01:45,sensor_0,24.26631291102818,54.36505190005516,normal
2025-01-01 00:01:46,sensor_1,25.78236670289689,51.03570932560216,normal
2025-01-01 00:01:47,sensor_2,24.3184721317718,45.43958608780698,normal
2025-01-01 00:01:48,sensor_0,24.704038532501805,53.53951354138537,normal
2025-01-01 00:01:49,sensor_1,25.78639620750879,51.63995520015079,normal
2025-01-01 00:01:50,sensor_2,23.643358567498385,45.91329833660444,normal
2025-01-01 00:01:51,sensor_0,24.28356936261146,54.91490171345997,normal
2025-01-01 00:01:52,sensor_1,25.70886577773048,51.11645999571955,normal
2025-01-01 00:01:53,sensor_2,23.63774611374089,46.168984994798535,normal
2025-01-01 00:01:54,sensor_0,25.141343702187047,54.887494477489966,normal
2025-01-01 00:01:55,sensor_1,25.32043299124834,51.09845743083203,normal
2025-01-01 00:01:56,sensor_2,23.42553862233923,47.07140520423976,normal
2025-01-01 00:01:57,sensor_0,24.26040425385964,54.43830119921902,normal
2025-01-01 00:01:58,sensor_1,26.07947195093976,51.50603795847244,normal
2025-01-01 00:01:59,sensor_2,23.26398563965301,46.35924446185746,normal
2025-01-01 00:02:00,sensor_0,24.355676882041163,54.11514552455493,normal
2025-01-01 00:02:01,sensor_1,26.45761203932995,51.22957386854694,normal
2025-01-01 00:02:02,sensor_2,23.245809375469232,47.11066237159489,normal
2025-01-01 00:02:03,sensor_0,25.134807334493242,55.12662222042985,normal
2025-01-01 00:02:04,sensor_1,25.472164777459415,50.69604439825062,normal
2025-01-01 00:02:05,sensor_2,24.004147906525734,46.135343523990755,normal
2025-01-01 00:02:06,sensor_0,24.63130630383332,54.97192349615676,normal
2025-01-01 00:02:07,sensor_1,25.649896625772197,50.95086962833329,normal
2025-01-01 00:02:08,sensor_2,22.651694359749023,45.94531261856145,normal
2025-01-01 00:02:09,sensor_0,24.422390029971503,53.75847315492025,normal
2025-01-01 00:02:10,sensor_1,26.417699158425112,50.12850001519399,normal
2025-01-01 00:02:11,sensor_2,23.49206121576065,46.63838954973368,normal
2025-01-01 00:02:12,sensor_0,24.930542462109287,53.645625773391494,normal
2025-01-01 00:02:13,sensor_1,26.276924892892108,50.99272467858212,normal
2025-01-01 00:02:14,sensor_2,23.32962196645536,46.83720728791999,normal
2025-01-01 00:02:15,sensor_0,24.557878384061492,54.147012937803886,normal
2025-01-01 00:02:16,sensor_1,25.948916392742625,50.75539668385331,normal
2025-01-01 00:02:17,sensor_2,23.65812976534512,46.957223608074656,normal
2025-01-01 00:02:18,sensor_0,24.973965520233058,53.76445376480305,normal
2025-01-01 00:02:19,sensor_1,26.5678857796425,49.815332162256865,normal
2025-01-01 00:02:20,sensor_2,23.57853903325907,46.91293552725277,normal
2025-01-01 00:02:21,sensor_0,24.582458035709962,54.13352335220681,normal
2025-01-01 00:02:22,sensor_1,25.865539092138437,50.69078428117507,normal
2025-01-01 00:02:23,sensor_2,23.447265134686482,47.06970646157464,normal
2025-01-01 00:02:24,sensor_0,24.605265121178967,54.09139730694277,normal
2025-01-01 00:02:25,sensor_1,26.197855729875595,51.17096455449634,normal
2025-01-01 00:02:26,sensor_2,23.867933197421433,46.937722508516195,normal
2025-01-01 00:02:27,sensor_0,24.24946197211283,54.17103443998098,normal
2025-01-01 00:02:28,sensor_1,26.1521638487826,51.352807001230445,normal
2025-01-01 00:02:29,sensor_2,23.617804083580502,46.63034163334729,normal
2025-01-01 00:02:30,sensor_0,24.88145994412598,54.15220023079766,normal
2025-01-01 00:02:31,sensor_1,26.09210498159663,50.86526925051003,normal
2025-01-01 00:02:32,sensor_2,23.55877020080158,47.21921131455434,normal
2025-01-01 00:02:33,sensor_0,24.74578538008586,54.99524884569954,normal
2025-01-01 00:02:34,sensor_1,26.31961940939192,50.99918714695003,normal
2025-01-01 00:02:35,sensor_2,23.828660453158236,46.373785149405954,normal
2025-01-01 00:02:36,sensor_0,24.595410381135984,54.42905723147855,normal
2025-01-01 00:02:37,sensor_1,25.957074556743436,51.34367905723252,normal
2025-01-01 00:02:38,sensor_2,23.378608356799703,47.8153775687733,normal
2025-01-01 00:02:39,sensor_0,24.19635526093954,53.77862989642652,normal
2025-01-01 00:02:40,sensor_1,26.27540902929564,51.46158245834813,normal
2025-01-01 00:02:41,sensor_2,23.81131050688539,46.9369525089206,normal
2025-01-01 00:02:42,sensor_0,24.494486443535376,53.96879044120766,normal
2025-01-01 00:02:43,sensor_1,25.950717134703737,50.5802878150631,normal
2025-01-01 00:02:44,sensor_2,23.91661048179507,46.471710774460746,normal
2025-01-01 00:02:45,sensor_0,24.250511316351698,54.31431155910737,normal
2025-01-01 00:02:46,sensor_1,26.05185520352831,50.648350110287986,normal
2025-01-01 00:02:47,sensor_2,23.377408443099817,46.70615753025717,normal
2025-01-01 00:02:48,sensor_0,24.571650446722067,54.202977158876486,normal
2025-01-01 00:02:49,sensor_1,25.786664275560124,51.12581480438495,normal
2025-01-01 00:02:50,sensor_2,23.18964925932055,45.71546693873609,normal
2025-01-01 00:02:51,sensor_0,24.28262720901372,54.379074773072055,normal
2025-01-01 00:02:52,sensor_1,26.021248036925023,51.8717985721401,normal
2025-01-01 00:02:53,sensor_2,23.881372448730353,46.46398208538397,normal
2025-01-01 00:02:54,sensor_0,24.492455613018645,53.905625445316474,normal
2025-01-01 00:02:55,sensor_1,25.922421826447902,50.813389658618284,normal
2025-01-01 00:02:56,sensor_2,23.720890129871172,46.063606637230635,normal
2025-01-01 00:02:57,sensor_0,24.6539644296618,55.42678641190071,normal
2025-01-01 00:02:58,sensor_1,25.895347722708564,51.227611875229734,normal
2025-01-01 00:02:59,sensor_2,23.831117759283078,46.31921292023053,normal
2025-01-01 00:03:00,sensor_0,24.565388219932576,54.51469850456824,normal
2025-01-01 00:03:01,sensor_1,25.95727859681027,50.52277897165709,normal
2025-01-01 00:03:02,sensor_2,23.63142761404743,46.8587441781093,normal
2025-01-01 00:03:03,sensor_0,24.933503557727963,55.08270555975029,normal
2025-01-01 00:03:04,sensor_1,26.57393050449909,50.52617630423754,normal
2025-01-01 00:03:05,sensor_2,23.885770752785948,46.669950406805036,normal
2025-01-01 00:03:06,sensor_0,25.155101355354752,54.02216409288607,normal
2025-01-01 00:03:07,sensor_1,25.676059214591387,50.62694925470396,normal
2025-01-01 00:03:08,sensor_2,22.986905844476805,46.24449219035357,normal
2025-01-01 00:03:09,sensor_0,24.27042067692334,54.59737933598488,normal
2025-01-01 00:03:10,sensor_1,26.030502559978768,52.1122873454999,normal
2025-01-01 00:03:11,sensor_2,23.90920171322556,46.213803009964586,normal
2025-01-01 00:03:12,sensor_0,24.228636073984944,54.80229456700307,normal
2025-01-01 00:03:13,sensor_1,25.531905805139427,52.08546010148298,normal
2025-01-01 00:03:14,sensor_2,23.97790659798613,46.2784398120992,normal
2025-01-01 00:03:15,sensor_0,23.984220116662186,55.31946648859841,normal
2025-01-01 00:03:16,sensor_1,25.893613813669834,51.729274629154446,normal
2025-01-01 00:03:17,sensor_2,23.145746264131436,46.20032018958976,normal
2025-01-01 00:03:18,sensor_0,24.499733585304906,54.535331420358006,normal
2025-01-01 00:03:19,sensor_1,25.792956125801847,51.36029480137887,normal
2025-01-01 00:03:20,sensor_2,23.303788432954967,46.47451751234925,normal
2025-01-01 00:03:21,sensor_0,24.53424916490302,54.81580636453441,normal
2025-01-01 00:03:22,sensor_1,26.141460230672287,50.31179958686765,normal
2025-01-01 00:03:23,sensor_2,23.16384031054906,47.32655129650113,normal
2025-01-01 00:03:24,sensor_0,24.597854678983328,54.058051142165226,normal
2025-01-01 00:03:25,sensor_1,26.393321359902377,51.055989622546086,normal
2025-01-01 00:03:26,sensor_2,23.977863716988892,46.600456292208094,normal
2025-01-01 00:03:27,sensor_0,25.116384852854047,55.56034756956508,normal
2025-01-01 00:03:28,sensor_1,25.853286522701897,51.56952741254298,normal
2025-01-01 00:03:29,sensor_2,23.81768734664529,47.381124137881436,normal
2025-01-01 00:03:30,sensor_0,24.20868343721542,54.91877394009823,normal
2025-01-01 00:03:31,sensor_1,26.245503113300497,49.9313411501165,normal
2025-01-01 00:03:32,sensor_2,23.269097007970014,45.33640589670597,normal
2025-01-01 00:03:33,sensor_0,24.417338425056084,54.93766841757674,normal
2025-01-01 00:03:34,sensor_1,26.37868288287443,51.03104171022223,normal
2025-01-01 00:03:35,sensor_2,24.112659225441135,45.73188432843309,normal
2025-01-01 00:03:36,sensor_0,23.987145743582904,54.47381444476119,normal
2025-01-01 00:03:37,sensor_1,26.043195401927413,50.96696799311391,normal
2025-01-01 00:03:38,sensor_2,23.003841931757783,46.50647317965436,normal
2025-01-01 00:03:39,sensor_0,24.106819625237996,54.90894659339718,normal
2025-01-01 00:03:40,sensor_1,26.037955241074673,50.42265697017395,normal
2025-01-01 00:03:41,sensor_2,23.469914486568737,45.92441709022866,normal
2025-01-01 00:03:42,sensor_0,24.4793567462075,55.0802284563999,normal
2025-01-01 00:03:43,sensor_1,25.632257953344958,51.28901275128108,normal
2025-01-01 00:03:44,sensor_2,23.464997276258014,46.08422150400462,normal
2025-01-01 00:03:45,sensor_0,24.466051367403082,53.885997670647534,normal
2025-01-01 00:03:46,sensor_1,25.761880975641464,50.26785810641706,normal
2025-01-01 00:03:47,sensor_2,24.21349210164466,46.58110333454506,normal
2025-01-01 00:03:48,sensor_0,24.288242822991677,54.635531010539694,normal
2025-01-01 00:03:49,sensor_1,25.89427735233837,50.854003082250436,normal
2025-01-01 00:03:50,sensor_2,23.808324571782773,47.01444982939041,normal
2025-01-01 00:03:51,sensor_0,24.339010131106292,54.16165211971235,normal
2025-01-01 00:03:52,sensor_1,25.845460258100125,49.60543214312902,normal
2025-01-01 00:03:53,sensor_2,23.16951724311018,47.38006976382874,normal
2025-01-01 00:03:54,sensor_0,24.991650789439834,54.35772144036533,normal
2025-01-01 00:03:55,sensor_1,26.10094285616235,51.17333493469649,normal
2025-01-01 00:03:56,sensor_2,24.547738804306316,47.231690150222775,normal
2025-01-01 00:03:57,sensor_0,24.45978519794522,53.93381879973891,normal
2025-01-01 00:03:58,sensor_1,25.446041871168347,51.108663023490706,normal
2025-01-01 00:03:59,sensor_2,23.397169338184455,45.70659297760342,normal
2025-01-01 00:04:00,sensor_0,24.304188610116693,53.85821426193053,normal
2025-01-01 00:04:01,sensor_1,26.434118257767388,51.515568696140036,normal
2025-01-01 00:04:02,sensor_2,23.62168276937476,47.447911686696045,normal
