timestamp,sensor_id,temperature_c,humidity_percent
2026-03-01 20:07:00,sensor_2,45.0,85.0
2026-03-01 00:24:40,sensor_1,10.0,85.0
2026-03-01 09:08:00,sensor_1,21.546420970672003,51.68175793589238
2026-03-01 07:11:00,sensor_2,30.360000000000003,36.70000000000003
2026-03-01 22:17:20,sensor_3,31.01372191430221,64.2568640402185
2026-03-01 03:14:50,sensor_3,10.0,20.0
2026-03-01 09:06:20,sensor_1,25.228886601399083,52.4549263788307
2026-03-01 09:19:40,sensor_2,28.60793387939927,46.86347184446956
2026-03-01 08:19:40,sensor_3,34.88000000000004,49.87000000000002
2026-03-01 20:18:40,sensor_1,10.0,20.0
2026-03-01 20:57:00,sensor_3,24.794807022626507,40.4330470911992
2026-03-01 17:52:50,sensor_2,28.534113167092197,58.752997537065966
2026-03-01 13:52:40,sensor_3,25.7550453406241,58.21223425651744
2026-03-01 11:40:40,sensor_1,27.29,66.75
2026-03-01 20:29:00,sensor_1,25.71,38.89
2026-03-01 18:00:30,sensor_3,20.65951046757545,85.0
2026-03-01 20:28:00,sensor_3,26.54,63.77
2026-03-01 09:02:40,sensor_2,24.751373602910956,51.59247090924091
2026-03-01 03:02:40,sensor_3,10.0,20.0
2026-03-01 12:37:40,sensor_1,24.584829907637502,65.77122417597282
2026-03-01 00:30:20,sensor_2,18.580921048396668,57.03373559536563
2026-03-01 13:39:10,sensor_2,27.363117735713814,52.44670694533415
2026-03-01 20:01:00,sensor_2,34.243868614400704,85.0
2026-03-01 17:08:30,sensor_2,29.757138919045406,52.728843167251
2026-03-02 00:42:50,sensor_1,25.833996310827974,41.56669789189573
2026-03-01 04:27:30,sensor_2,28.380977843646303,58.79071429273308
2026-03-01 19:51:00,sensor_3,29.81339900747837,64.46588464398741
2026-03-01 08:12:30,sensor_2,33.590000000000025,49.010000000000005
2026-03-01 19:47:10,sensor_2,29.729171265314815,63.68827989191125
2026-03-01 17:50:50,sensor_2,23.324561950045577,63.798447782239776
2026-03-02 01:23:30,sensor_3,29.14,63.58
2026-03-02 01:19:00,sensor_2,28.2,54.14
2026-03-01 19:11:00,sensor_3,28.05,51.45
2026-03-01 04:33:00,sensor_2,10.0,20.0
2026-03-01 10:44:50,sensor_2,30.983651091864246,64.18747556713252
2026-03-01 17:24:00,sensor_3,23.804944791793826,69.65310016632078
2026-03-01 09:26:30,sensor_2,26.91,48.86000000000002
2026-03-01 00:29:20,sensor_1,28.310000000000002,63.91000000000001
2026-03-01 13:13:10,sensor_1,29.438415351443815,39.878779137959334
2026-03-01 04:48:00,sensor_2,24.34116124112755,65.82640780628458
2026-03-02 02:48:00,sensor_3,23.08057748713287,56.75006781445562
2026-03-01 03:00:40,sensor_3,24.674479215143126,38.70113093284705
2026-03-01 08:01:50,sensor_3,31.67,47.730000000000004
2026-03-01 18:11:00,sensor_2,29.385093210678935,56.64741479968876
2026-03-01 14:36:30,sensor_2,31.16113915971196,58.29651729444734
2026-03-01 09:24:50,sensor_2,26.61,48.66000000000002
2026-03-01 08:01:40,sensor_2,31.64,47.71000000000001
2026-03-01 00:07:30,sensor_1,29.487343862844067,49.81923909534332
2026-03-01 05:37:20,sensor_1,33.04042941731932,55.201992590486476
2026-03-01 09:39:00,sensor_2,29.15999999999999,50.36000000000003
2026-03-01 17:32:10,sensor_3,25.27494479179384,70.63310016632074
2026-03-01 10:06:40,sensor_1,22.77,52.15
2026-03-01 14:00:20,sensor_3,24.644017552065865,66.77811332122434
2026-03-01 00:08:00,sensor_3,27.869083780988195,50.04536403965518
2026-03-01 22:08:30,sensor_1,25.84654799838179,75.76674886805809
2026-03-01 20:00:10,sensor_2,31.45132671308666,64.46042278234232
2026-03-01 03:29:00,sensor_2,30.56551070232541,47.981092222435606
2026-03-01 01:07:00,sensor_1,26.10000000000001,48.21000000000004
2026-03-01 16:44:00,sensor_2,29.14863062992334,57.78049259480067
2026-03-01 03:09:10,sensor_1,10.0,20.0
2026-03-01 07:10:20,sensor_2,30.240000000000002,36.620000000000026
2026-03-01 06:17:10,sensor_3,29.543436195933307,56.44983771382347
2026-03-01 00:07:50,sensor_1,25.940794568484407,63.562781682535054
2026-03-01 05:23:10,sensor_2,30.714684550358367,52.32592077392677
2026-03-01 11:45:40,sensor_1,10.0,20.0
2026-03-01 08:56:50,sensor_1,23.89286050067161,52.32560460599452
2026-03-01 09:14:50,sensor_3,43.88423194094983,35.523711934366176
2026-03-01 10:37:50,sensor_3,17.542950737740664,65.26818698101768
2026-03-01 09:10:50,sensor_3,28.06540254539271,54.49026624310968
2026-03-01 07:58:30,sensor_2,25.808517708862347,46.81591108386333
2026-03-01 22:54:20,sensor_3,25.50978082983424,73.0224968868511
2026-03-01 11:53:10,sensor_1,28.140517137126988,68.01306923868346
2026-03-01 00:40:30,sensor_3,24.202536512753657,59.922597361964854
2026-03-02 02:40:10,sensor_2,29.04076114664961,52.8485671592883
2026-03-01 06:26:20,sensor_1,34.43371155899411,61.70662824668621
2026-03-01 02:57:20,sensor_3,39.90817256104175,85.0
2026-03-01 12:07:20,sensor_2,28.13,64.21
2026-03-01 23:35:30,sensor_3,28.26042967891369,45.94055877157679
2026-03-01 02:28:30,sensor_1,27.31,61.29
2026-03-01 06:29:20,sensor_1,27.350089543452498,76.14485156881688
2026-03-02 01:37:00,sensor_1,27.88,68.85
2026-03-01 05:28:20,sensor_2,23.31167004553224,47.638813805878016
2026-03-02 00:47:30,sensor_1,28.695039866656884,46.06112231901403
2026-03-01 06:47:40,sensor_2,10.0,20.0
2026-03-01 17:57:50,sensor_2,28.085707310460364,49.64272644266736
2026-03-01 04:43:40,sensor_2,23.704788653096553,61.79683004873149
2026-03-01 17:56:20,sensor_2,24.830386519448023,69.72630040876318
2026-03-01 14:53:00,sensor_3,26.05,46.6
2026-03-01 03:25:20,sensor_2,26.98474585628891,46.071964725673475
2026-03-01 18:51:10,sensor_2,25.449616344808767,61.59473194033379
2026-03-01 09:06:50,sensor_2,27.486436716336645,54.45095211136744
2026-03-01 21:58:10,sensor_2,10.0,20.0
2026-03-01 02:56:30,sensor_1,41.88741195952893,38.77406003744685
2026-03-01 09:07:30,sensor_2,27.070000000000007,53.300000000000054
2026-03-01 18:22:10,sensor_2,22.778446688244927,59.104178563244396
2026-03-01 07:32:40,sensor_3,26.303922966954676,63.19139237318115
2026-03-01 14:44:20,sensor_3,31.82182411974739,57.10563899061365
2026-03-01 11:35:40,sensor_3,10.0,70.48279403980706
2026-03-01 07:06:10,sensor_2,29.49,36.12000000000002
2026-03-01 14:41:30,sensor_2,32.09215154881711,57.30541210192657
2026-03-01 03:28:40,sensor_2,31.671915835634188,70.29110131209335
2026-03-01 16:39:10,sensor_2,10.0,20.0
2026-03-01 11:41:00,sensor_3,13.863776483632442,85.0
2026-03-01 21:16:10,sensor_2,30.46080698064459,53.8442969137634
2026-03-01 01:47:40,sensor_3,25.69,65.29
2026-03-01 04:17:40,sensor_3,26.541749096817806,58.34586169669213
2026-03-01 19:28:30,sensor_3,26.96,61.07000000000001
2026-03-01 08:18:30,sensor_3,34.67000000000004,49.73000000000002
2026-03-01 09:02:00,sensor_2,26.08000000000001,52.640000000000036
2026-03-01 18:44:00,sensor_2,27.741761596140044,41.132221617778114
2026-03-01 11:37:50,sensor_3,10.0,71.63279403980705
2026-03-02 00:09:50,sensor_1,24.650990334204838,56.56898214297364
2026-03-01 17:56:10,sensor_2,33.63766753971426,36.179689025575584
2026-03-01 01:19:40,sensor_1,28.380000000000006,49.73000000000007
2026-03-01 20:14:00,sensor_2,10.0,20.0
2026-03-01 10:27:30,sensor_3,33.40939485865341,70.01605483378133
2026-03-02 01:13:30,sensor_1,28.799835428906892,70.63487936172363
2026-03-01 06:35:10,sensor_2,31.90977127010165,54.30961916391149
2026-03-01 04:27:40,sensor_3,28.46518268546877,59.685388731282565
2026-03-01 18:50:40,sensor_2,25.779618398026738,60.76800012003217
2026-03-01 14:44:20,sensor_3,31.82182411974739,57.10563899061365
2026-03-01 13:58:00,sensor_3,27.558824535473963,62.96879903718447
2026-03-01 06:34:40,sensor_2,23.896371252354232,38.438545183923225
2026-03-01 19:49:20,sensor_3,30.026182932700426,64.50973329841514
2026-03-01 00:29:50,sensor_1,27.4,63.27000000000001
2026-03-01 01:24:10,sensor_1,29.19,50.27000000000007
2026-03-01 10:42:20,sensor_3,11.632950737740664,82.35818698101768
2026-03-01 12:38:50,sensor_1,22.401433147800983,52.79487387028056
2026-03-01 08:51:20,sensor_2,24.160000000000004,51.36000000000001
2026-03-01 00:47:00,sensor_1,25.34307308892852,59.940127666092565
2026-03-01 17:37:50,sensor_3,26.29494479179384,71.31310016632074
2026-03-01 06:29:00,sensor_3,16.82949582851706,60.27804505880897
2026-03-01 09:08:00,sensor_1,21.546420970672003,51.68175793589238
2026-03-01 10:23:10,sensor_1,26.73,48.16
2026-03-01 00:37:40,sensor_2,24.6109538560118,60.116751411779205
2026-03-01 09:02:30,sensor_2,25.348380678162204,53.83025082471982
2026-03-01 06:49:50,sensor_1,10.0,20.0
2026-03-01 00:43:30,sensor_1,26.08223392065741,61.32823983782955
2026-03-01 16:09:50,sensor_3,23.075389056953718,59.67933750712097
2026-03-01 13:05:50,sensor_2,30.14320457878957,47.529805157774454
2026-03-01 08:04:10,sensor_3,32.09,48.010000000000005
2026-03-01 10:41:40,sensor_3,11.022950737740665,71.64818698101769
2026-03-01 17:52:50,sensor_2,28.534113167092197,58.752997537065966
2026-03-01 06:28:00,sensor_2,19.64427589599591,41.21894728721561
2026-03-01 04:17:40,sensor_3,26.541749096817806,58.34586169669213
2026-03-01 19:32:50,sensor_3,27.237408276345757,60.09173686317725
2026-03-01 04:33:00,sensor_2,10.0,20.0
2026-03-02 01:15:00,sensor_3,26.274995321870872,45.26436075808585
2026-03-01 07:09:30,sensor_2,30.09,36.520000000000024
2026-03-01 02:58:40,sensor_1,24.260807961832565,38.55236667478527
2026-03-01 14:47:50,sensor_1,33.117302536625964,56.90285783469609
2026-03-01 21:26:20,sensor_1,26.99300566258487,53.027035718352835
2026-03-01 03:20:50,sensor_2,17.995425474958463,48.69810988710381
2026-03-01 18:14:20,sensor_2,30.747782526086624,43.59465628967406
2026-03-02 03:37:40,sensor_3,27.581210918221725,64.39159263229016
2026-03-01 20:07:40,sensor_2,33.44386861440071,79.8804076933207
2026-03-01 09:27:20,sensor_2,27.06,48.96000000000002
2026-03-01 00:30:20,sensor_2,18.580921048396668,57.03373559536563
2026-03-01 09:43:10,sensor_2,29.909999999999993,50.86000000000005
2026-03-01 17:21:10,sensor_2,26.976878989773127,47.49975743084754
2026-03-01 06:18:10,sensor_2,29.65682598107248,61.40315980374032
2026-03-01 14:27:10,sensor_3,25.324927328115123,37.57807467948162
2026-03-01 22:27:10,sensor_2,10.0,85.0
2026-03-01 13:50:10,sensor_2,27.67083297664137,51.326379174771105
2026-03-01 07:35:50,sensor_2,26.372531901004322,64.26001743582334
