timestamp,source,predicted_label,confidence,decision_source,reconstruction_error,threshold,replay_flag,replay_similarity,matched_history_index,replay_reason,anomaly_flag,status,message
2025-01-01T00:01:27,sensor_0,Normal,HIGH,ensemble_rf,0.028557898476719856,0.15237818658351898,False,0.28001063657162173,,,False,ok,
2025-01-01T00:01:30,sensor_0,Normal,HIGH,ensemble_rf,0.022441217675805092,0.15237818658351898,False,0.33477880735662735,,,False,ok,
2025-01-01T00:01:33,sensor_0,Normal,HIGH,ensemble_rf,0.020645830780267715,0.15237818658351898,False,0.36516686087537026,,,False,ok,
2025-01-01T00:01:36,sensor_0,Normal,HIGH,ensemble_rf,0.02187635749578476,0.15237818658351898,False,0.3682258141759782,,,False,ok,
2025-01-01T00:01:39,sensor_0,Normal,HIGH,ensemble_rf,0.023677604272961617,0.15237818658351898,False,0.32374379518544455,,,False,ok,
2025-01-01T00:01:42,sensor_0,Normal,HIGH,ensemble_rf,0.02055039256811142,0.15237818658351898,False,0.3058226487598924,,,False,ok,
2025-01-01T00:01:45,sensor_0,Normal,HIGH,ensemble_rf,0.02005907893180847,0.15237818658351898,False,0.2833495543692256,,,False,ok,
2025-01-01T00:01:48,sensor_0,Normal,HIGH,ensemble_rf,0.021274002268910408,0.15237818658351898,False,0.26511011942527657,,,False,ok,
2025-01-01T00:01:51,sensor_0,Normal,HIGH,ensemble_rf,0.023593898862600327,0.15237818658351898,False,0.27917971114367107,,,False,ok,
2025-01-01T00:01:54,sensor_0,Normal,HIGH,ensemble_rf,0.023071665316820145,0.15237818658351898,False,0.2567125096057773,,,False,ok,
2025-01-01T00:01:57,sensor_0,Normal,HIGH,ensemble_rf,0.025076592341065407,0.15237818658351898,False,0.2531952899837927,,,False,ok,
2025-01-01T00:02:00,sensor_0,Normal,HIGH,ensemble_rf,0.024478711187839508,0.15237818658351898,False,0.26189982697946285,,,False,ok,
2025-01-01T00:02:03,sensor_0,Normal,HIGH,ensemble_rf,0.023779433220624924,0.15237818658351898,False,0.23565104151916852,,,False,ok,
2025-01-01T00:02:06,sensor_0,Normal,HIGH,ensemble_rf,0.023387199267745018,0.15237818658351898,False,0.226710259606499,,,False,ok,
2025-01-01T00:02:09,sensor_0,Normal,HIGH,ensemble_rf,0.025906672701239586,0.15237818658351898,False,0.21216342713322786,,,False,ok,
2025-01-01T00:02:12,sensor_0,Normal,HIGH,ensemble_rf,0.026632672175765038,0.15237818658351898,False,0.1985777859688053,,,False,ok,
2025-01-01T00:02:15,sensor_0,Normal,HIGH,ensemble_rf,0.025065315887331963,0.15237818658351898,False,0.203033614788151,,,False,ok,
2025-01-01T00:02:18,sensor_0,Normal,HIGH,ensemble_rf,0.028339166194200516,0.15237818658351898,False,0.2468058690208118,,,False,ok,
2025-01-01T00:02:21,sensor_0,Normal,HIGH,ensemble_rf,0.028110619634389877,0.15237818658351898,False,0.25135481572224877,,,False,ok,
2025-01-01T00:02:24,sensor_0,Normal,HIGH,ensemble_rf,0.028004778549075127,0.15237818658351898,False,0.28426340019268287,,,False,ok,
2025-01-01T00:02:27,sensor_0,Normal,HIGH,ensemble_rf,0.02539491280913353,0.15237818658351898,False,0.2930931667486852,,,False,ok,
2025-01-01T00:02:30,sensor_0,Normal,HIGH,ensemble_rf,0.026407282799482346,0.15237818658351898,False,0.2580561699240085,,,False,ok,
2025-01-01T00:02:33,sensor_0,Normal,HIGH,ensemble_rf,0.027774428948760033,0.15237818658351898,False,0.24868728907140908,,,False,ok,
2025-01-01T00:02:36,sensor_0,Normal,HIGH,ensemble_rf,0.027863619849085808,0.15237818658351898,False,0.24231682694357334,,,False,ok,
2025-01-01T00:02:39,sensor_0,Normal,HIGH,ensemble_rf,0.02856755070388317,0.15237818658351898,False,0.2882791817699868,,,False,ok,
2025-01-01T00:02:42,sensor_0,Normal,HIGH,ensemble_rf,0.030799036845564842,0.15237818658351898,False,0.28558924227152865,,,False,ok,
